client_id,outflow_intensity,competitor_share,competitor_intensity,net_flow_ratio,recent_outflow_share,contributions_stopped,perf_spread_excess,fee_rate,fee_excess,tenure_years,sold_heavily,portfolio_value,age,churned,severity
C-00219,0.157,0.0,0.0,-0.1472,0.776,0,-0.0025,0.00952,0.00032,0.3,0,611500,31,0,0.02
C-00220,0.1592,0.0,0.0,-0.1053,0.0,0,0.0058,0.00857,-0.00063,4.3,0,1269000,58,0,0.011
C-00221,0.4208,0.6494,0.2732,-0.4208,0.5455,1,0.0055,0.011,0.0018,5.2,1,91500,40,1,0.44
C-00222,0.2447,0.3043,0.0745,-0.2447,0.4348,1,-0.0078,0.011,0.0018,5,1,47000,27,1,0.403
C-00223,0.1587,0.2448,0.0388,-0.117,0.3021,0,-0.0164,0.00953,0.00033,0.4,0,605000,37,0,0.019
C-00224,0.0773,0.0,0.0,-0.0645,0.1437,0,-0.0045,0.00904,-0.00016,0.3,0,1035500,49,0,0.05
C-00225,0.1007,0.0,0.0,-0.1007,0.56,1,0.0017,0.01018,0.00098,0.3,1,372500,66,1,0.342
C-00226,0.1284,0.0,0.0,-0.1181,0.4719,0,-0.0011,0.00729,-0.00191,8.2,0,3118000,48,0,0.021
C-00227,0.2371,0.1745,0.0414,-0.2371,0.7709,1,-0.0016,0.00958,0.00038,30,0,580000,55,0,0.082
C-00228,0.1307,0.0,0.0,-0.0969,0.4118,0,0.0178,0.0093,0.0001,5.6,0,780500,75,0,0.072
C-00229,0.2297,0.1615,0.0371,-0.1576,0.2231,0,-0.0179,0.01071,0.00151,2.9,1,283000,30,0,0.069
C-00230,0.0526,0.0,0.0,0.0989,0.2,0,0.0046,0.011,0.0018,3,1,47500,25,0,0.045
C-00231,0.0744,0.0,0.0,-0.0674,0.1016,0,0.0035,0.00778,-0.00142,4.1,1,2049000,62,0,0.054
C-00232,0.0911,0.0,0.0,-0.0599,0.6735,0,-0.0032,0.01082,0.00162,3.3,0,269000,58,0,0.0
C-00233,0.0629,0.0,0.0,0.0825,0.6296,0,-0.001,0.011,0.0018,1.2,1,214500,62,0,0.04
C-00234,0.0475,0.0,0.0,-0.0264,0.0,0,0.0092,0.00941,0.00021,2.3,0,684500,67,0,0.078
C-00235,0.2286,0.3958,0.0905,-0.1143,0.1458,0,-0.002,0.011,0.0018,3.1,0,105000,45,0,0.007
C-00236,0.1278,0.0,0.0,-0.1278,0.7059,1,0.0284,0.011,0.0018,5.5,0,133000,42,0,0.053
C-00237,0.1582,0.2844,0.045,-0.1373,0.2844,0,-0.0067,0.01031,0.00111,0.3,0,344500,70,0,0.0
C-00238,0.0435,0.0,0.0,-0.0317,0.2264,0,0.0035,0.00953,0.00033,19.0,0,608500,75,0,0.035
C-00239,0.2205,0.7857,0.1732,0.1732,0.4643,0,0.0434,0.011,0.0018,0.3,0,63500,28,1,0.667
C-00240,0.1327,0.0,0.0,-0.1327,0.4971,1,0.007,0.00946,0.00026,5.5,0,652000,65,0,0.07
C-00241,0.0247,0.0,0.0,0.1214,0.8,0,-0.0094,0.01056,0.00136,1.4,1,304000,39,0,0.029
C-00242,0.2367,0.2769,0.0655,-0.2367,0.524,1,-0.0029,0.00918,-2e-05,3.7,1,923000,72,1,0.294
C-00243,0.1076,0.0,0.0,-0.0841,0.5795,0,-0.0019,0.01003,0.00083,5.5,0,409000,48,0,0.032
C-00244,0.1127,0.2609,0.0294,-0.0422,0.4783,0,-0.0203,0.011,0.0018,20,0,102000,42,0,0.021
C-00245,0.1492,0.0,0.0,-0.1492,0.196,1,-0.0127,0.0091,-0.0001,11.6,0,1008500,48,0,0.066
C-00246,0.0938,0.0,0.0,-0.0938,0.2222,1,0.0048,0.011,0.0018,6.2,0,48000,38,0,0.024
C-00247,0.283,0.2667,0.0755,-0.2377,0.6167,0,0.0157,0.011,0.0018,11.3,0,106000,70,0,0.018
C-00248,0.043,0.0,0.0,-0.0134,0.3861,0,-0.0036,0.00873,-0.00047,0.7,0,1175000,42,0,0.063
C-00249,0.198,0.0,0.0,-0.198,0.3037,1,0.0302,0.00812,-0.00108,1.9,0,1621500,68,1,0.066
C-00250,0.1032,0.0,0.0,-0.0178,0.0,0,-0.0147,0.01072,0.00152,17.8,0,281000,40,0,0.068
C-00251,0.1694,0.0,0.0,-0.1613,0.6742,0,0.0073,0.00873,-0.00047,1.1,1,1177500,65,0,0.032
C-00252,0.0945,0.0,0.0,-0.0154,0.8605,0,-0.0123,0.011,0.0018,3.5,0,227500,65,0,0.049
C-00253,0.2139,0.3701,0.0792,-0.1781,0.3565,0,0.0278,0.00841,-0.00079,8.2,0,1377000,63,0,0.067
C-00254,0.1877,0.7431,0.1395,-0.1636,0.0,0,0.0492,0.00922,2e-05,1.1,0,871000,43,1,0.61
C-00255,0.29,0.7323,0.2123,-0.29,0.5276,1,0.0329,0.011,0.0018,7.8,0,219000,32,1,0.773
C-00256,0.1215,0.0,0.0,-0.0901,0.6462,0,-0.004,0.00967,0.00047,13.1,1,535000,49,0,0.05
C-00257,0.014,0.0,0.0,0.0017,0.0,0,-0.0116,0.00807,-0.00113,1.3,0,1673000,64,0,0.072
C-00258,0.4719,0.5121,0.2417,-0.4719,0.2086,1,0.0502,0.0096,0.0004,3.8,0,569000,67,0,0.055
C-00259,0.0974,0.0,0.0,-0.0974,0.2105,1,0.0046,0.011,0.0018,8.3,0,97500,57,0,0.068
C-00260,0.0916,0.0,0.0,-0.0733,0.1458,0,-0.0022,0.01089,0.00169,7,1,262000,29,0,0.0
C-00261,0.0601,0.0,0.0,0.1146,0.2632,0,-0.013,0.011,0.0018,1.7,0,158000,25,0,0.02
C-00262,0.1351,0.2589,0.035,-0.1235,0.3929,0,0.0051,0.01001,0.00081,9.6,1,414500,73,0,0.083
C-00263,0.163,0.0,0.0,-0.1109,0.0,0,-0.0005,0.011,0.0018,2.1,1,46000,67,0,0.105
C-00264,0.1047,0.0,0.0,-0.0748,0.5952,0,-0.0035,0.011,0.0018,3.7,0,200500,72,1,0.512
C-00265,0.1026,0.5814,0.0597,-0.0511,0.3023,0,0.002,0.011,0.0018,12.0,0,209500,55,0,0.065
C-00266,0.1702,0.0,0.0,-0.077,0.3689,0,-0.0013,0.00953,0.00033,6.0,1,605000,60,0,0.038
C-00267,0.1481,0.0,0.0,-0.1375,0.5584,0,0.0277,0.0097,0.0005,0.3,1,520000,36,0,0.081
C-00268,0.1435,0.0,0.0,-0.1302,0.4491,0,-0.0118,0.00913,-7e-05,5.5,0,993000,72,1,0.05
C-00269,0.0939,0.0,0.0,-0.0505,1.0,0,-0.0045,0.00958,0.00038,2.1,0,580500,61,0,0.036
C-00270,0.065,0.0,0.0,0.0228,1.0,0,-0.0012,0.011,0.0018,0.5,0,123000,32,0,0.086
C-00271,0.0891,0.0,0.0,-0.0698,0.9097,0,0.0122,0.00927,7e-05,15.6,0,808000,50,0,0.046
C-00272,0.0963,0.0,0.0,-0.0862,1.0,0,-0.0043,0.00746,-0.00174,14.9,1,2731500,75,0,0.007
C-00273,0.1146,0.0,0.0,-0.1046,0.0,0,-0.0025,0.00895,-0.00025,0.9,1,1073000,74,0,0.084
C-00274,0.3275,0.3951,0.1294,-0.3252,0.2445,0,0.054,0.00581,-0.00339,0.8,1,8785000,61,1,0.605
C-00275,0.0331,0.0,0.0,0.0066,0.0,0,0.0233,0.011,0.0018,7.2,0,181500,75,0,0.045
C-00276,0.0858,0.0,0.0,-0.0387,0.0571,0,0.0044,0.011,0.0018,4,0,204000,26,0,0.016
C-00277,0.058,0.0,0.0,-0.058,0.0,1,-0.0035,0.011,0.0018,10.3,0,112000,66,0,0.0
C-00278,0.0776,0.0,0.0,-0.0209,0.0,0,0.0106,0.00884,-0.00036,7.8,0,1121000,54,0,0.0
C-00279,0.3175,0.76,0.2413,-0.1727,0.67,0,0.0398,0.011,0.0018,5,0,157500,27,1,0.85
C-00280,0.1915,0.0,0.0,-0.1404,0.3889,0,0.0025,0.011,0.0018,19.7,0,47000,72,0,0.034
C-00281,0.0405,0.0,0.0,-0.0405,0.5303,1,0.0436,0.00927,7e-05,0.6,0,814000,71,0,0.036
C-00282,0.1467,0.0,0.0,-0.1202,0.2581,0,0.0146,0.01047,0.00127,4.6,0,317000,40,0,0.038
C-00283,0.0823,0.0,0.0,-0.0638,0.4062,0,0.0077,0.011,0.0018,2.2,1,194500,74,0,0.042
C-00284,0.1158,0.0,0.0,-0.0822,0.6694,0,0.0051,0.00967,0.00047,14.3,1,535500,44,0,0.0
C-00285,0.2673,0.346,0.0925,-0.2306,0.7492,0,0.0335,0.00873,-0.00047,3.2,0,1178500,56,1,0.278
C-00286,0.0976,0.0,0.0,0.1205,0.4483,0,-0.0075,0.011,0.0018,2.3,0,148500,39,0,0.045
C-00287,0.0877,0.0,0.0,-0.0712,0.2316,0,0.0398,0.00656,-0.00264,5.3,1,4576000,63,0,0.034
C-00288,0.1156,0.0,0.0,-0.074,0.0,0,-0.0075,0.011,0.0018,1.2,0,86500,67,0,0.099
C-00289,0.1026,0.2,0.0205,-0.0133,0.0,0,0.0043,0.0101,0.0009,1.9,1,390000,36,0,0.005
C-00290,0.1256,0.0,0.0,-0.0635,0.0686,0,-0.0066,0.01004,0.00084,4.2,0,406000,40,1,0.05
C-00291,0.0225,0.0,0.0,0.0235,0.0,0,-0.008,0.00954,0.00034,26.4,1,601000,50,0,0.032
C-00292,0.56,0.881,0.4933,-0.56,0.4603,1,0.0514,0.011,0.0018,1.6,1,112500,37,1,0.513
C-00293,0.0958,0.0,0.0,-0.024,0.5625,0,0.0002,0.011,0.0018,1.2,0,83500,45,0,0.007
C-00294,0.101,0.0,0.0,-0.101,0.1765,1,0.0196,0.00858,-0.00062,0.9,1,1263000,51,0,0.032
C-00295,0.086,0.0,0.0,0.3011,0.125,0,0.0103,0.011,0.0018,1.0,0,46500,44,0,0.067
C-00296,0.0094,0.0,0.0,0.0131,1.0,0,-0.0,0.011,0.0018,2.5,0,213000,35,0,0.067
C-00297,0.2282,0.0,0.0,-0.2025,0.5195,0,0.0088,0.00961,0.00041,1.5,1,561000,59,0,0.0
C-00298,0.1111,0.0,0.0,-0.1111,0.1667,1,0.0074,0.011,0.0018,0.5,1,54000,74,0,0.061
C-00299,0.071,0.0,0.0,-0.0613,1.0,0,0.0464,0.00863,-0.00057,3,0,1232500,25,0,0.038
C-00300,0.0417,0.0,0.0,-0.0186,0.1538,0,0.0159,0.011,0.0018,5.2,1,156000,75,0,0.043
C-00301,0.1328,0.0,0.0,-0.0723,0.5754,0,-0.0163,0.00943,0.00023,10.1,0,674000,60,0,0.057
C-00302,0.2007,0.1552,0.0311,-0.1841,0.6466,0,-0.0157,0.01066,0.00146,7.8,1,289000,69,0,0.026
C-00303,0.1105,0.0,0.0,-0.0991,0.262,0,0.0098,0.00805,-0.00115,6.1,0,1693000,65,0,0.0
C-00304,0.1777,0.2074,0.0368,-0.156,0.1129,0,0.0011,0.00865,-0.00055,20.9,0,1221500,61,0,0.016
C-00305,0.1279,0.0,0.0,0.0379,0.0,0,-0.0149,0.011,0.0018,5.4,1,195500,48,0,0.062
C-00306,0.0833,0.0,0.0,-0.0833,0.0,1,-0.0084,0.011,0.0018,1.4,0,78000,47,0,0.035
C-00307,0.0421,0.0,0.0,-0.0421,0.0,1,0.03,0.011,0.0018,14.7,0,47500,70,0,0.088
C-00308,0.0488,0.0,0.0,-0.0115,0.2273,0,-0.006,0.00989,0.00069,7.0,0,451000,55,0,0.005
C-00309,0.1754,0.0,0.0,-0.1403,0.0,0,-0.0142,0.011,0.0018,0.3,1,239500,40,0,0.004
C-00310,0.1773,0.0,0.0,0.0828,0.0833,0,-0.0072,0.011,0.0018,1.3,0,101500,58,0,0.0
C-00311,0.2283,0.3032,0.0692,-0.1859,0.2065,0,-0.0172,0.01034,0.00114,2.1,1,339500,42,0,0.067
C-00312,0.2115,0.3788,0.0801,-0.2013,0.7626,0,0.0097,0.00984,0.00064,5.7,0,468000,43,0,0.009
C-00313,0.2041,0.8,0.1633,-0.1224,0.95,0,0.0513,0.011,0.0018,1.4,0,49000,31,1,0.511
C-00314,0.2015,0.0,0.0,-0.1481,0.5221,0,-0.0183,0.01035,0.00115,11.6,1,337500,61,0,0.05
C-00315,0.1278,0.0,0.0,-0.1219,0.2051,0,0.0065,0.00757,-0.00163,4.9,0,2461500,61,0,0.078
C-00316,0.0992,0.4746,0.0471,-0.0992,0.4746,1,0.0258,0.0106,0.0014,8.0,0,297500,71,0,0.0
C-00317,0.1474,0.0,0.0,-0.0828,0.9327,0,-0.015,0.00939,0.00019,11.2,0,705500,45,0,0.0
C-00318,0.0357,0.0,0.0,0.0214,1.0,0,0.0308,0.011,0.0018,10.8,0,210000,71,0,0.0
C-00319,0.0337,0.0,0.0,-0.0067,0.6944,0,0.036,0.00967,0.00047,0.5,0,534500,51,0,0.037
C-00320,0.1791,0.6557,0.1175,-0.1791,0.3033,1,0.0004,0.01034,0.00114,10.0,1,340500,61,1,0.327
C-00321,0.1248,0.0,0.0,-0.1248,0.4082,1,0.0113,0.0093,0.0001,3.2,0,785000,59,0,0.047
C-00322,0.1433,0.1591,0.0228,-0.1433,0.4091,1,0.0102,0.011,0.0018,5.4,0,153500,47,0,0.021
C-00323,0.1846,0.0,0.0,-0.1821,0.8041,0,0.0025,0.00831,-0.00089,4.2,1,1452000,74,0,0.008
C-00324,0.2096,0.3429,0.0719,-0.0946,0.2857,0,0.0093,0.011,0.0018,0.5,0,83500,26,0,0.045
C-00325,0.3026,0.592,0.1791,-0.2706,0.3448,0,0.0389,0.01067,0.00147,7.4,1,287500,58,1,0.552
C-00326,0.1365,0.0,0.0,-0.0809,0.6792,0,0.0011,0.00957,0.00037,6.6,0,582500,63,0,0.056
C-00327,0.1194,0.0,0.0,-0.0836,0.6667,0,0.0058,0.011,0.0018,0.3,0,201000,47,0,0.042
C-00328,0.1942,0.0,0.0,-0.1424,0.2222,0,-0.0139,0.011,0.0018,0.9,0,139000,50,0,0.049
C-00329,0.0807,0.0,0.0,0.042,1.0,0,0.0069,0.00962,0.00042,7.7,0,557500,49,0,0.033
C-00330,0.0673,0.0,0.0,-0.0135,0.0667,0,-0.0089,0.011,0.0018,4.5,1,111500,30,0,0.0
C-00331,0.1288,0.0,0.0,-0.1288,0.0,1,-0.0075,0.00968,0.00048,0.9,1,528000,63,0,0.024
C-00332,0.1959,0.0,0.0,-0.0474,0.6842,0,0.0369,0.011,0.0018,27.6,1,48500,67,1,0.221
C-00333,0.0704,0.0,0.0,-0.0296,0.7586,0,0.0078,0.01002,0.00082,2.3,0,412000,70,1,0.086
C-00334,0.097,0.0,0.0,-0.0853,0.4,0,0.0185,0.00937,0.00017,8.1,0,722000,73,0,0.012
C-00335,0.1462,0.0,0.0,-0.0824,0.6591,0,0.0004,0.011,0.0018,7.2,0,150500,66,0,0.014
C-00336,0.1879,0.6071,0.1141,-0.1879,0.1429,1,0.026,0.011,0.0018,0.4,0,74500,33,1,0.346
C-00337,0.0862,0.0,0.0,0.0212,0.0,0,0.005,0.01057,0.00137,3.9,0,301500,40,0,0.028
C-00338,0.0265,0.0,0.0,0.0025,0.0,0,-0.0043,0.00894,-0.00026,0.7,0,1074500,49,0,0.071
C-00339,0.1235,0.0,0.0,-0.0468,0.4706,0,0.0041,0.01032,0.00112,9.4,1,344000,62,0,0.044
C-00340,0.213,0.4787,0.102,-0.2066,0.8936,0,0.0401,0.00848,-0.00072,2.1,0,1324000,68,0,0.055
C-00341,0.3214,0.9167,0.2946,-0.3214,0.0556,1,0.0439,0.011,0.0018,9,0,168000,31,1,0.866
C-00342,0.0272,0.0,0.0,0.0511,0.7,0,-0.0165,0.011,0.0018,2.5,0,184000,26,0,0.0
C-00343,0.2316,0.1573,0.0364,-0.2316,0.08,1,0.0076,0.00927,7e-05,3.2,0,809500,74,0,0.056
C-00344,0.2633,0.0,0.0,-0.2539,0.6812,0,-0.0003,0.00771,-0.00149,1.8,1,2174500,27,0,0.031
C-00345,0.1315,0.0,0.0,-0.0966,0.7103,0,0.0003,0.00963,0.00043,0.3,0,551500,39,1,0.311
C-00346,0.1967,0.6596,0.1297,0.1247,0.8085,0,-0.0006,0.011,0.0018,5.2,1,119500,30,0,0.031
C-00347,0.1589,0.0,0.0,0.3497,0.7083,0,-0.037,0.011,0.0018,1.2,0,75500,55,0,0.086
C-00348,0.1545,0.0,0.0,-0.1545,0.4737,1,0.0025,0.011,0.0018,2.2,1,61500,45,0,0.059
C-00349,0.0962,0.0,0.0,-0.0822,0.5265,0,-0.0097,0.00841,-0.00079,2.1,1,1372500,49,0,0.078
C-00350,0.2687,0.1302,0.035,-0.2477,0.1814,0,0.008,0.01006,0.00086,4.8,0,400000,65,0,0.04
C-00351,0.075,0.0,0.0,-0.0724,0.4326,0,0.0381,0.00574,-0.00346,20.8,0,9691500,56,0,0.073
C-00352,0.066,0.0,0.0,-0.0185,1.0,0,0.0008,0.01056,0.00136,3.6,0,303000,52,0,0.039
C-00353,0.1641,0.2027,0.0333,-0.0834,0.2027,0,0.0422,0.011,0.0018,3.8,0,225500,38,0,0.029
C-00354,0.1066,0.0,0.0,-0.0767,0.2611,0,0.0065,0.00924,4e-05,1.8,0,844500,61,0,0.0
C-00355,0.0941,0.0,0.0,-0.0941,0.6512,1,-0.0113,0.011,0.0018,4.7,1,228500,42,0,0.048
C-00356,0.1157,0.0,0.0,-0.0997,0.0,0,0.0032,0.00785,-0.00135,1.4,1,1944500,61,0,0.058
C-00357,0.0891,0.0,0.0,-0.0891,1.0,1,0.0003,0.00761,-0.00159,8.3,0,2357000,49,0,0.06
C-00358,0.1002,0.0,0.0,-0.1002,0.5612,1,-0.0048,0.00978,0.00058,11.6,0,489000,69,0,0.084
C-00359,0.1485,0.0,0.0,0.3022,0.2647,0,-0.0006,0.011,0.0018,2.7,0,114500,36,0,0.075
C-00360,0.0571,0.0,0.0,0.0886,0.0,0,0.004,0.01073,0.00153,2.6,1,280000,47,0,0.042
C-00361,0.0753,0.0,0.0,0.1806,1.0,0,0.0445,0.011,0.0018,4.0,1,46500,56,0,0.104
C-00362,0.1059,0.0,0.0,-0.0964,0.4232,0,-0.0005,0.0084,-0.0008,5.6,0,1383000,46,0,0.047
C-00363,0.131,0.0,0.0,-0.1191,0.7862,0,0.0379,0.00953,0.00033,23.1,0,607000,46,0,0.056
C-00364,0.0768,0.0,0.0,-0.0491,0.4,0,-0.0019,0.0109,0.0017,7.8,0,260500,33,1,0.336
C-00365,0.198,0.0,0.0,-0.198,0.5353,1,0.0029,0.00953,0.00033,11.1,1,608500,57,0,0.108
C-00366,0.1436,0.0,0.0,-0.1436,0.2857,1,-0.0112,0.011,0.0018,5.6,1,97500,75,1,0.286
C-00367,0.0548,0.0,0.0,-0.0548,0.6761,1,0.0081,0.00647,-0.00273,8.5,0,4842000,73,0,0.038
C-00368,0.0245,0.0,0.0,-0.0194,1.0,0,-0.0112,0.00752,-0.00168,2.8,0,2569500,44,0,0.062
C-00369,0.0482,0.0,0.0,-0.0482,0.0,1,0.0272,0.00971,0.00051,5.6,0,518500,64,0,0.0
C-00370,0.1228,0.1613,0.0198,-0.061,0.5,0,-0.0025,0.01098,0.00178,8,0,252500,30,0,0.146
C-00371,0.086,0.0,0.0,-0.0401,0.3333,0,0.0095,0.011,0.0018,15.5,0,157000,73,0,0.007
C-00372,0.1505,0.0,0.0,-0.0473,0.2857,0,0.0449,0.011,0.0018,13.8,0,46500,58,0,0.072
C-00373,0.1442,0.0,0.0,-0.138,0.1556,0,-0.023,0.00843,-0.00077,25.3,1,1359500,69,0,0.042
C-00374,0.1915,0.0,0.0,-0.1915,0.2778,1,0.0121,0.011,0.0018,5.5,0,47000,39,0,0.049
C-00375,0.0593,0.0,0.0,0.1542,0.4091,0,-0.0058,0.011,0.0018,6.6,0,185500,64,0,0.047
C-00376,0.111,0.0,0.0,-0.0735,0.3906,0,0.0014,0.00958,0.00038,0.8,0,576500,57,0,0.038
C-00377,0.0694,0.0,0.0,-0.0464,0.0884,0,0.0061,0.00851,-0.00069,8.7,0,1303500,54,0,0.063
C-00378,0.377,0.8522,0.3213,-0.377,1.0,1,0.0541,0.011,0.0018,5.1,1,152500,68,1,0.81
C-00379,0.0722,0.0,0.0,0.0278,0.7692,0,-0.0016,0.011,0.0018,2.0,0,180000,36,0,0.0
C-00380,0.0882,0.0,0.0,-0.0882,0.1111,1,0.0131,0.011,0.0018,3.1,0,51000,27,0,0.071
C-00381,0.1238,0.0,0.0,-0.1124,0.3558,0,-0.0075,0.00999,0.00079,7.6,0,420000,33,0,0.0
C-00382,0.1141,0.0,0.0,-0.0466,0.2877,0,-0.0113,0.01045,0.00125,5.4,0,320000,44,0,0.0
C-00383,0.0438,0.0,0.0,-0.0254,0.0,0,-0.0121,0.00987,0.00067,0.3,0,456500,35,0,0.108
C-00384,0.382,0.632,0.2414,-0.382,0.3328,1,0.0358,0.00797,-0.00123,12.4,1,1785500,57,0,0.043
C-00385,0.0585,0.0,0.0,-0.0318,0.619,0,0.0123,0.011,0.0018,2.2,0,179500,68,0,0.064
C-00386,0.0997,0.0,0.0,0.0017,0.3051,0,-0.0196,0.01061,0.00141,15.7,0,296000,48,0,0.017
C-00387,0.0924,0.0,0.0,-0.0924,0.5758,1,-0.005,0.011,0.0018,15.7,1,178500,52,0,0.058
C-00388,0.1675,0.8421,0.141,-0.1614,0.1316,0,0.0477,0.0086,-0.0006,0.7,1,1248000,55,1,0.966
C-00389,0.0723,0.0,0.0,-0.0525,0.2,0,-0.0059,0.011,0.0018,13.3,0,242000,44,0,0.078
C-00390,0.2268,0.2727,0.0619,-0.0289,0.5909,0,0.0117,0.011,0.0018,4.5,1,48500,30,0,0.043
C-00391,0.1389,0.0,0.0,-0.0635,0.2774,0,-0.0077,0.00977,0.00057,0.4,0,493000,63,0,0.06
C-00392,0.2694,0.625,0.1684,-0.2694,0.0,1,0.05,0.011,0.0018,8,0,193000,30,1,0.397
C-00393,0.0441,0.0,0.0,-0.0147,0.0,0,0.0031,0.011,0.0018,2.0,0,204000,34,0,0.033
C-00394,0.1368,0.0,0.0,-0.1368,0.2308,1,0.0274,0.011,0.0018,2.0,0,47500,31,1,0.267
C-00395,0.0686,0.0,0.0,-0.021,0.0,0,0.0005,0.01041,0.00121,29,1,328000,51,0,0.025
C-00396,0.0691,0.0,0.0,-0.0691,0.4348,1,0.0049,0.01038,0.00118,9.0,0,333000,65,0,0.047
C-00397,0.134,0.0,0.0,-0.134,0.1538,1,0.0257,0.011,0.0018,3,1,48500,25,0,0.065
C-00398,0.1014,0.0,0.0,-0.0925,0.4404,0,0.0009,0.00966,0.00046,15.4,0,537500,70,0,0.04
C-00399,0.0625,0.0,0.0,-0.0256,0.6557,0,0.0112,0.00978,0.00058,8.4,1,488000,45,0,0.047
C-00400,0.251,0.4621,0.116,-0.251,0.4242,1,0.038,0.01088,0.00168,2.3,0,263000,42,1,0.456
C-00401,0.1243,0.0,0.0,-0.0901,0.4759,0,0.026,0.00944,0.00024,2.7,0,668000,39,1,0.093
C-00402,0.0343,0.0,0.0,-0.0275,0.0,0,0.0297,0.00798,-0.00122,0.4,1,1779500,66,0,0.0
C-00403,0.0524,0.0,0.0,-0.041,0.6364,0,0.0001,0.00999,0.00079,4.4,0,420000,39,0,0.024
C-00404,0.0959,0.0,0.0,0.0087,0.1212,0,0.0067,0.011,0.0018,11.3,0,172000,53,0,0.082
C-00405,0.1543,0.18,0.0278,-0.1198,0.7867,0,0.0174,0.00979,0.00059,9.6,1,486000,38,0,0.035
C-00406,0.0854,0.0,0.0,-0.0854,0.2941,1,-0.008,0.01059,0.00139,0.9,0,298500,69,0,0.061
C-00407,0.1525,0.0,0.0,-0.146,0.7766,0,-0.0003,0.00759,-0.00161,30,0,2407000,65,0,0.027
C-00408,0.144,0.0,0.0,0.144,0.3333,0,-0.0178,0.011,0.0018,1.5,0,62500,25,0,0.092
C-00409,0.0858,0.0,0.0,0.1022,0.6087,0,0.0032,0.011,0.0018,4.9,0,134000,29,0,0.017
C-00410,0.1052,0.0,0.0,-0.1052,0.7344,1,0.0153,0.008,-0.0012,2.7,0,1754500,53,0,0.0
C-00411,0.1144,0.0,0.0,-0.1144,0.8934,1,-0.0096,0.00967,0.00047,1.8,0,533000,42,1,0.05
C-00412,0.0462,0.0,0.0,-0.0285,0.299,0,0.0045,0.00775,-0.00145,0.9,0,2099500,58,0,0.078
C-00413,0.1345,0.0,0.0,-0.0161,0.7667,0,-0.0042,0.011,0.0018,0.9,0,111500,28,0,0.004
C-00414,0.0969,0.3419,0.0331,-0.0492,0.0,0,0.0039,0.00953,0.00033,4.6,0,604000,64,0,0.028
C-00415,0.0453,0.0,0.0,-0.0453,0.0,1,-0.0283,0.00988,0.00068,2.3,1,453000,55,0,0.023
C-00416,0.222,0.3398,0.0755,-0.2158,0.2031,0,0.0075,0.00958,0.00038,10.1,0,576500,67,0,0.055
C-00417,0.1198,0.0,0.0,-0.1151,0.7443,0,-0.0018,0.00575,-0.00345,22.0,0,9446000,57,0,0.071
C-00418,0.0672,0.0,0.0,-0.0577,0.0,0,0.0086,0.00933,0.00013,5.4,0,751000,71,0,0.041
C-00419,0.2211,0.5714,0.1263,-0.2211,0.9048,1,0.0251,0.011,0.0018,4,0,47500,26,0,0.04
C-00420,0.1226,0.0,0.0,-0.0447,0.4412,0,-0.0191,0.00963,0.00043,3.1,0,554500,41,0,0.048
C-00421,0.2199,0.2289,0.0503,-0.1333,0.6716,0,0.0168,0.00987,0.00067,14.0,1,457000,61,1,0.578
C-00422,0.155,0.0,0.0,-0.143,0.5359,0,0.0513,0.00575,-0.00345,6.7,0,9474500,54,0,0.0
C-00423,0.0543,0.0,0.0,0.5457,0.2,0,-0.0124,0.011,0.0018,8.9,0,46000,43,0,0.031
C-00424,0.1239,0.0,0.0,-0.0933,0.0629,0,0.0051,0.00939,0.00019,17.2,0,706000,62,0,0.045
C-00425,0.163,0.0,0.0,-0.1333,0.4848,0,0.0167,0.01004,0.00084,0.5,0,405000,36,0,0.122
C-00426,0.1546,0.0,0.0,0.0193,0.6875,0,-0.0051,0.011,0.0018,1.8,0,103500,56,1,0.27
C-00427,0.2062,0.4,0.0825,-0.2062,0.75,1,0.0271,0.011,0.0018,2.0,1,48500,26,1,0.184
C-00428,0.191,0.0,0.0,-0.1868,0.5877,0,0.0291,0.00831,-0.00089,4.7,1,1448000,72,0,0.012
C-00429,0.113,0.0,0.0,-0.0113,1.0,0,0.013,0.011,0.0018,0.3,1,88500,32,0,0.071
C-00430,0.1594,0.0,0.0,-0.1594,0.697,1,0.0312,0.011,0.0018,3.8,0,103500,35,1,0.281
C-00431,0.1883,0.2024,0.0381,-0.0592,0.5714,0,-0.0072,0.011,0.0018,7.0,1,223000,39,0,0.092
C-00432,0.1397,0.0,0.0,-0.1397,0.3643,1,0.0346,0.00918,-2e-05,7.2,0,923500,52,0,0.071
C-00433,0.1215,0.0,0.0,0.1028,0.0385,0,-0.0076,0.011,0.0018,1.2,0,214000,34,0,0.065
C-00434,0.1684,0.2371,0.0399,-0.1684,0.4021,1,0.017,0.01067,0.00147,3.6,1,288000,41,1,0.091
C-00435,0.1308,0.3393,0.0444,-0.1308,0.2679,1,0.0012,0.011,0.0018,6,0,214000,28,0,0.056
C-00436,0.064,0.0,0.0,-0.064,0.4118,1,0.0488,0.01085,0.00165,3,0,265500,25,0,0.097
C-00437,0.11,0.1818,0.02,-0.11,0.4545,1,0.0391,0.011,0.0018,7,0,50000,29,0,0.015
C-00438,0.0704,0.0,0.0,-0.0672,0.1946,0,0.0547,0.00708,-0.00212,7.5,0,3432500,36,0,0.037
C-00439,0.1083,0.0,0.0,-0.1083,0.5,1,-0.0067,0.011,0.0018,1.8,0,138500,43,0,0.074
